id,store_name,store_name_gn,store_name_tb,store_name_hp,store_name_retty,store_name_demaekan,store_name_uber,store_name_google,phone_number,area_id
1711,"みつえちゃん 船橋南口駅前店",,,"みつえちゃん　船橋南口駅前店",,,"みつえちゃん 船橋南口駅前店",,,1
1712,"喜洋洋 kiyouyou",,,,,,"喜洋洋 kiyouyou",,,1
1713,"美食厨房白木屋 船橋南口駅前店",,,"白木屋　船橋南口駅前店",,,"美食厨房白木屋 船橋南口駅前店",,,1
1714,"神田明神下 とんかつ笹山 Kandamyoujinshita Tonkatsu Sasayama",,,,,,"神田明神下 とんかつ笹山 Kandamyoujinshita Tonkatsu Sasayama",,,1
1715,"揚げたて専門　悪魔の唐揚げ 船橋店 agetatesenmon akumanokaraage",,,,,,"揚げたて専門　悪魔の唐揚げ 船橋店 agetatesenmon akumanokaraage",,,1
1716,"一九南口本店 Ikkyu Minamiguchi Honten",,,,,,"一九南口本店 Ikkyu Minamiguchi Honten",,,1
1717,"ロイヤルホスト 津田沼店","ロイヤルホスト 津田沼店",,,,,"ロイヤルホスト 船橋北店",,,1
1718,"宅配とんかつ専門店 かさねや 船橋店",,,,,,"宅配とんかつ専門店 かさねや 船橋店",,,1
1719,"Ocean Seafood　LASISA　DINING（XTS00153212)",,,"Ocean Seafood　LASISA　DINING　　船橋",,,"Ocean Seafood　LASISA　DINING（XTS00153212)",,,1
1720,"カフェ・ベローチェ船橋本町三丁目店 CAFFÈ VELOCE FUNABASHI-HONCHO 3-CHOME",,,,,,"カフェ・ベローチェ船橋本町三丁目店 CAFFÈ VELOCE FUNABASHI-HONCHO 3-CHOME",,,1
1721,"肉笑",,,,,,"肉笑",,,1
1722,"福よし 新習志野店 fukuyoshi shinnarshino",,,,,,"福よし 新習志野店 fukuyoshi shinnarshino",,,1
1723,"吉祥寺肉山の焼肉弁当 船橋店",,,,,,"吉祥寺肉山の焼肉弁当 船橋店",,,1
1724,"唐揚げ専門店 王様のチキン TFR船橋店",,,,,,"唐揚げ専門店 王様のチキン TFR船橋店",,,1
1725,"ちよだ鮨 谷津",,,,,,"ちよだ鮨 谷津",,,1
1726,"から揚げ専門店 鳥錦 船橋店",,,,,,"から揚げ専門店 鳥錦 船橋店",,,1
1727,"カツ丼専門店 かつ義 船橋店",,,,,,"カツ丼専門店 かつ義 船橋店",,,1
1728,"キタノイチバ 船橋南口駅前店",,,,,,"キタノイチバ 船橋南口駅前店",,,1
1729,"バケット 千葉県ららぽーと船橋店",,,,,,"バケット 千葉県ららぽーと船橋店",,,1
1730,"ローソン 習志野谷津ソフトタウン前店 Lawson Narashino Yatsu Soft Townmae",,,,,,"ローソン 習志野谷津ソフトタウン前店 Lawson Narashino Yatsu Soft Townmae",,,1
1731,"サーティワン アイスクリーム 津田沼パルコ 31 Ice Cream Tsudanuma Parco",,,,,,"サーティワン アイスクリーム 津田沼パルコ 31 Ice Cream Tsudanuma Parco",,,1
1732,"ローソン 東船橋二丁目",,,,,,"ローソン 東船橋二丁目",,,1
1733,"海鮮丼 専門店 魚DE丼 船橋店",,,,,,"海鮮丼 専門店 魚DE丼 西船橋店",,,1
1734,"ローソン 原木インター",,,,,,"ローソン 原木インター",,,1
1735,"ガスト 習志野スーパービバホーム店 Gusto Narashino Super Viva Home",,,,,,"から好し 習志野スーパービバホーム店 Karayoshi Narashino Super Viva Home",,,1
1736,"備長炭 炭焼き屋 船橋店",,,,,,"備長炭 炭焼き屋 船橋店",,,1
1737,"しゃぶしゃぶ温野菜 船橋","しゃぶしゃぶ温野菜 船橋店",,"しゃぶしゃぶ　温野菜　船橋店",,,"しゃぶしゃぶ温野菜 船橋",,,1
1738,"ワインの酒場。 ディプント(Di PUNTO)船橋店",,,"Di PUNTO （ディプント） 船橋店",,,"ワインの酒場。 ディプント(Di PUNTO)船橋店",,,1
1739,"フレッシュネスバーガー ららぽーとTOKYO-BAY店 Freshness Burger Lalaport Tokyo Bay",,,,,,"フレッシュネスバーガー ららぽーとTOKYO-BAY店 Freshness Burger Lalaport Tokyo Bay",,,1
1740,"げんこつ唐揚げ専門店 宮島家 船橋店",,,,,,"げんこつ唐揚げ専門店 宮島家 船橋店",,,1
1741,"野菜が主役のベジカリー 船橋店",,,,,,"野菜が主役のベジカリー 船橋店",,,1
1742,"宅配どんぶり 神宮軒 船橋店",,,,,,"宅配どんぶり 神宮軒 船橋店",,,1
1743,"特大！秘伝たれ唐揚げ から八 津田沼 Karahachi Tsudanuma",,,,,,"特大！秘伝たれ唐揚げ から八 津田沼 Karahachi Tsudanuma",,,1
1744,"らあめん花月嵐 東船橋北口",,,,,,"らあめん花月嵐 東船橋北口",,,1
1745,"本場のインドレストラン アグニ Indian Restaurant Agni",,,,,,"インドレストラン ビニタ Indian Restaurant BINITA",,,1
1746,"つけ麺一頂　itcho",,,,,,"つけ麺一頂　itcho",,,1
1747,"ワンティー wan tea",,,,,,"ワンティー wan tea",,,1
1748,"街のピザ屋 コンパーレ コマーレ The City of Pizzeria Compare Comare",,,,,,"街のピザ屋 コンパーレ コマーレ The City of Pizzeria Compare Comare",,,1
1749,"菜福楼 nahukurou",,,,,,"菜福楼 nahukurou",,,1
1750,"【炭火焼肉】兄弟カルビ 東城商店 kyo-dai karubi ・tojyo shouten",,,,,,"【炭火焼肉】兄弟カルビ 東城商店 kyo-dai karubi ・tojyo shouten",,,1
1751,"東京純豆腐 ネクスト船橋店 Tokyo Sundubu next Funabashi",,,,,,"東京純豆腐 ネクスト船橋店 Tokyo Sundubu next Funabashi",,,1
1752,"旨い海鮮丼 三四味屋【ちらし寿司/丼/刺身】 船橋南口店",,,,,,"旨い海鮮丼 三四味屋【ちらし寿司/丼/刺身】 東船橋南口店",,,1
1753,"よくばり焼肉弁当 船橋南口店 ＃韓国カルビと旨辛ヤンニョムチキンがうまい。",,,,,,"よくばり焼肉弁当 船橋南口店 ＃韓国カルビと旨辛ヤンニョムチキンがうまい。",,,1
1754,"マクドナルド 京成船橋店 McDonald's KEISEIFUNABASHITENN",,"マクドナルド 京成船橋店 McDonald's KEISEIFUNABASHITENN",,,,"マクドナルド 京成船橋店 McDonald's KEISEIFUNABASHITENN",,,1
1755,"おひつごはん四六時中 ららぽーとTOKYO-BAY店",,"おひつごはん四六時中 ららぽーとTOKYO-BAY店",,,,"おひつごはん四六時中 ららぽーとTOKYO-BAY店",,,1
1756,"アリトル 船橋店 A'LITTLE FUNABASHI",,"アリトル 船橋店 A'LITTLE FUNABASHI","ALITTLE 船橋店",,,"アリトル 船橋店 A'LITTLE FUNABASHI",,,1
1757,"モスバーガー 船橋本町店 Mos Burger FUNABASHI HONCHO",,"モスバーガー 船橋本町店 Mos Burger FUNABASHI HONCHO",,,,"モスバーガー 船橋本町店 Mos Burger FUNABASHI HONCHO",,,1
1758,"ケンタッキーフライドチキン 東船橋店 Kentucky Fried Chicken Higashi Funabashi",,"ケンタッキーフライドチキン 東船橋店 Kentucky Fried Chicken Higashi Funabashi",,,,"ケンタッキーフライドチキン 東船橋店 Kentucky Fried Chicken Higashi Funabashi",,,1
1759,"伝説のすた丼屋 京成船橋店",,"伝説のすた丼屋 京成船橋店",,,,"伝説のすた丼屋 京成船橋店 Densetsu no Sutadonya Keisei-Funabashi",,047-407-2380,1
1760,"伝説のすた丼屋 ミーナ津田沼店 Densetsu no Sutadon Mina Tsudanuma",,"伝説のすた丼屋 ミーナ津田沼店 Densetsu no Sutadon Mina Tsudanuma",,,,"伝説のすた丼屋 ミーナ津田沼店 Densetsu no Sutadon Mina Tsudanuma",,,1
1761,"すき家 西船橋店 Sukiya Nishi Funabashi",,"すき家 西船橋店 Sukiya Nishi Funabashi",,,,"すき家 西船橋店 Sukiya Nishi Funabashi",,,1
1762,"壱角家 西船橋 Ichikakuya Nishifunabashi",,"壱角家 西船橋 Ichikakuya Nishifunabashi",,,,"壱角家 東船橋 Ichikakuya Higashifunabashi",,,1
1763,"バーガーキング 津田沼南口店 Burger King TSUDANUMA MINAMIGUCHI",,"バーガーキング 津田沼南口店 Burger King TSUDANUMA MINAMIGUCHI",,,,"バーガーキング 津田沼南口店 Burger King TSUDANUMA MINAMIGUCHI",,,1
1764,"かつや 京成船橋店 Katsuya KEISEI FUNABASHI",,"かつや 京成船橋店 Katsuya KEISEI FUNABASHI",,,,"かつや 京成船橋店 Katsuya KEISEI FUNABASHI",,,1
1765,"すし銚子丸 西船橋",,"すし銚子丸 西船橋",,,,"すし銚子丸 南船橋店",,,1
1766,"松屋 西船橋南店 Matsuya Nishifunabashi Minami",,"松屋 西船橋南店 Matsuya Nishifunabashi Minami",,,,"松屋 西船橋店 Matsuya Nishifunabashi",,,1
1767,"李泰院キンパ屋台 キンパンダ ＠西船橋店 ItaewonKinpa Kinpanda NishihunabashiStore",,"李泰院キンパ屋台 キンパンダ ＠西船橋店 ItaewonKinpa Kinpanda NishihunabashiStore",,,,"李泰院キンパ屋台 キンパンダ ＠西船橋店 ItaewonKinpa Kinpanda NishihunabashiStore",,,1
1768,"吉野家 西船橋店 Yoshinoya NISHI FUNABASHI",,"吉野家 西船橋店 Yoshinoya NISHI FUNABASHI",,,,"吉野家 京成船橋店 Yoshinoya KEISEI FUNABASHI",,,1
1769,"無添くら寿司 ららぽーとTOKYO-BAY店",,"無添くら寿司 ららぽーとTOKYO-BAY店",,,,"クア・アイナ ららぽーとTOKYO-BAY店",,,1
1770,"インドカレー ＭＩＬＡＮ 船橋店 Indian Curry Milan Funabashi Sta.",,"インドカレー ＭＩＬＡＮ 船橋店 Indian Curry Milan Funabashi Sta.",,,,"インドカレー ＭＩＬＡＮ 船橋店 Indian Curry Milan Funabashi Sta.",,,1
1771,"大戸屋ごはん処 船橋フェイスビル店 Ootoya Funabashi FACE",,"大戸屋ごはん処 船橋フェイスビル店 Ootoya Funabashi FACE",,,,"大戸屋ごはん処 船橋フェイスビル店 Ootoya Funabashi FACE",,,1
1772,"蒙古タンメン中本 船橋店 Moukotanmen Nakamoto Funabashi",,"蒙古タンメン中本 船橋店 Moukotanmen Nakamoto Funabashi",,,,"蒙古タンメン中本 船橋店 Moukotanmen Nakamoto Funabashi",,,1
1773,"サムザナ SAMJANA",,"サムザナ SAMJANA",,,,"サムザナ SAMJANA",,,1
1774,"サブウェイ 船橋東武店 SUBWAY Funabashi Tobu",,"サブウェイ 船橋東武店 SUBWAY Funabashi Tobu",,,,"サブウェイ 船橋東武店 SUBWAY Funabashi Tobu",,,1
1775,"おつまみ唐揚げ専門店 テバラボ otumamikaraagesenmonten tebalabo",,"おつまみ唐揚げ専門店 テバラボ otumamikaraagesenmonten tebalabo",,,,"おつまみ唐揚げ専門店 テバラボ otumamikaraagesenmonten tebalabo",,,1
1776,"スシロー 船橋店 Sushiro FUNABASHI",,"スシロー 船橋店 Sushiro FUNABASHI",,,,"スシロー 船橋店 Sushiro FUNABASHI",,,1
1777,"鶏あえずタンパク 船橋店 Chicken & Protein Funabashi",,"鶏あえずタンパク 船橋店 Chicken & Protein Funabashi",,,,"鶏あえずタンパク 船橋店 Chicken & Protein Funabashi",,,1
1778,"豚首領 西船橋店",,"豚首領 西船橋店",,,,"豚首領 西船橋店",,,1
1779,"ドミノ・ピザ 船橋湊町店 Domino's Pizza Funabashi Minatomachi Store",,"ドミノ・ピザ 船橋湊町店 Domino's Pizza Funabashi Minatomachi Store",,,,"ドミノ・ピザ 船橋湊町店 Domino's Pizza Funabashi Minatomachi Store",,,1
1780,"おどる魚 odoru sakana",,"おどる魚 odoru sakana",,,,"おどる魚 odoru sakana",,,1
1781,"ほっともっと 船橋北口店",,"ほっともっと 船橋北口店",,,,"ほっともっと 船橋北口店",,,1
1782,"磯丸水産 西船橋店 Isomaru Suisan Nishi Funabashi",,"磯丸水産 西船橋店 Isomaru Suisan Nishi Funabashi",,,,"磯丸水産 西船橋店 Isomaru Suisan Nishi Funabashi",,,1
1783,"ぼてぢゅう屋台 ビビット南船橋店 Botejyu Yatai Vivit Minami Funabashi",,"ぼてぢゅう屋台 ビビット南船橋店 Botejyu Yatai Vivit Minami Funabashi",,,,"ぼてぢゅう屋台 ビビット南船橋店 Botejyu Yatai Vivit Minami Funabashi",,,1
1784,"chawan シャポー船橋店 chawan Shapo Funabashi",,"chawan シャポー船橋店 chawan Shapo Funabashi",,,,"chawan シャポー船橋店 chawan Shapo Funabashi",,,1
1785,"デニーズ 西船橋店",,"デニーズ 西船橋店",,,,"デニーズ 西船橋店 Denny's NISHIFUNABASHI",,047-334-2627,1
1786,"回し寿司活 シャポー船橋店 Mawashisushi Katsu Funabashiten",,"回し寿司活 シャポー船橋店 Mawashisushi Katsu Funabashiten",,,,"回し寿司活 シャポー船橋店 Mawashisushi Katsu Funabashiten",,,1
1787,"うなぎの岡島 西船橋店",,"うなぎの岡島 西船橋店",,,,"うなぎの岡島 西船橋店",,,1
1788,"こたに究極の塩だしかすうどん 船橋店 kotani udon hunabashi",,"こたに究極の塩だしかすうどん 船橋店 kotani udon hunabashi",,,,"こたに究極の塩だしかすうどん 船橋店 kotani udon hunabashi",,,1
1789,"スパニッシュイタリアンバル シソーノ！ Wine & Grill Cisono!",,,,,,"スパニッシュイタリアンバル シソーノ！ Wine & Grill Cisono!",,,1
1790,"餃子酒場船橋店 Gyoza Sakaba",,"餃子酒場船橋店 Gyoza Sakaba",,,,"餃子酒場船橋店 Gyoza Sakaba",,,1
1791,"串カツ田中 船橋店 Kushikatsu Tanaka Funabashi",,"串カツ田中 船橋店 Kushikatsu Tanaka Funabashi",,,,"串カツ田中 西船橋店 Kushikatsu Tanaka Nishifunabashi",,,1
1792,"すき家 京成船橋駅前店 Sukiya Keisei Funabashi Ekimae",,"すき家 京成船橋駅前店 Sukiya Keisei Funabashi Ekimae",,,,"すき家 京成船橋駅前店 Sukiya Keisei Funabashi Ekimae",,,1
1793,"究極のブロッコリーと鶏胸肉 船橋店 The ultimate broccoli & chicken breast Funabashi",,"究極のブロッコリーと鶏胸肉 船橋店 The ultimate broccoli & chicken breast Funabashi",,,,"究極のブロッコリーと鶏胸肉 船橋店 The ultimate broccoli & chicken breast Funabashi",,,1
1794,"青山餃子房 船橋店 Chinese restaurant Aoyama",,"青山餃子房 船橋店 Chinese restaurant Aoyama",,,,"青山餃子房 船橋店 Chinese restaurant Aoyama",,,1
1795,"今日和 船橋店 KONNICHIWA FUNABASHI",,"今日和 船橋店 KONNICHIWA FUNABASHI",,,,"今日和 船橋店 KONNICHIWA FUNABASHI",,,1
1796,"至高のガパオ！【タイ料理/アジアン丼】船橋南口店",,,,,,"至高のガパオ！【タイ料理/アジアン丼】船橋南口店",,,1
1797,"サラダチキンとブロッコリーの専門店。",,,,,,"サラダチキンとブロッコリーの専門店。",,,1
1798,"ヒュッゲ hygge",,,,,,"ヒュッゲ hygge",,,1
1799,"MAX鈴木の背脂飯店 船橋南口店",,,,,,"MAX鈴木の背脂飯店 東船橋南口店",,,1
1800,"やよい軒 船橋店",,,,,,"やよい軒 西船橋店",,,1
1801,"焼鳥重専門 こりゃうめぇ 船橋南口店《鶏肉料理～串/丼/弁当》",,,,,,"焼鳥重専門 こりゃうめぇ 船橋南口店《鶏肉料理～串/丼/弁当》",,,1
1802,"船橋フェイス 椿屋カフェ",,,,,,"船橋フェイス 椿屋カフェ",,,1
1803,"食酒屋　木集",,,,,,"食酒屋　木集",,,1
1804,"天ぷら専門店 天心 船橋店",,,,,,"天ぷら専門店 天心 船橋店",,,1
1805,"バインミー専門店 【バイミーバイミー】〜Vietnamese Healthy Soul Food〜",,,,,,"バインミー専門店 【バイミーバイミー】〜Vietnamese Healthy Soul Food〜",,,1
1806,"アティティ 船橋店 Atity Funabashi store",,"アティティ 船橋店 Atity Funabashi store",,,,"アティティ 船橋店 Atity Funabashi store",,,1
1807,"究極のサラダの専門店グリーンシスターズ salad no senmonten green sisters",,"究極のサラダの専門店グリーンシスターズ salad no senmonten green sisters",,,,"究極のサラダの専門店グリーンシスターズ salad no senmonten green sisters",,,1
1808,"Tokyo Chicken Base 船橋店 Tokyo Chicken Base funabashi",,"Tokyo Chicken Base 船橋店 Tokyo Chicken Base funabashi",,,,"Tokyo Chicken Base 船橋店 Tokyo Chicken Base funabashi",,,1
1809,"赤坂☆純豆腐（スンドゥブ） 船橋店 Akasaka Sundubu Funabashi",,"赤坂☆純豆腐（スンドゥブ） 船橋店 Akasaka Sundubu Funabashi",,,,"赤坂☆純豆腐（スンドゥブ） 船橋店 Akasaka Sundubu Funabashi",,,1
1810,"吟家船橋駅前店",,"吟家船橋駅前店",,,,"吟家船橋駅前店",,,1
1811,"銀だこ酒場 船橋店",,"銀だこ酒場 船橋店",,,,"銀だこ酒場津田沼店",,,1
1812,"PizzaBox 船橋店",,"PizzaBox 船橋店",,,,"PizzaBox 船橋店",,,1
1813,"笑笑 船橋南口駅前店",,"笑笑 船橋南口駅前店",,,,"笑笑 西船橋北口駅前店",,,1
1814,"お魚総本家 【魚料理～料亭の味】 船橋南口店 Osakana Sohonke Funabashi Minamiguchi",,"お魚総本家 【魚料理～料亭の味】 船橋南口店 Osakana Sohonke Funabashi Minamiguchi",,,,"お魚総本家 【魚料理～料亭の味】 船橋南口店 Osakana Sohonke Funabashi Minamiguchi",,,1
1815,"カフェ・ベローチェ京成船橋駅前店 CAFFÈ VELOCE KEISEI-FUNABASHI EKI-MAE",,"カフェ・ベローチェ京成船橋駅前店 CAFFÈ VELOCE KEISEI-FUNABASHI EKI-MAE",,,,"カフェ・ベローチェ京成船橋駅前店 CAFFÈ VELOCE KEISEI-FUNABASHI EKI-MAE",,,1
1816,"壱鵠堂 夏見台 Ichikokudo Natsumidai",,"壱鵠堂 夏見台 Ichikokudo Natsumidai",,,,"壱鵠堂 西船橋 Ichikokudo Nishifunabashi",,,1
1817,"ムンバイエクスプレス シャポー船橋店 MumbaiExpress Shapo Funabashi",,"ムンバイエクスプレス シャポー船橋店 MumbaiExpress Shapo Funabashi",,,,"ムンバイエクスプレス シャポー船橋店 MumbaiExpress Shapo Funabashi",,,1
1818,"Sweets Pearl Lady next 船橋店",,"Sweets Pearl Lady next 船橋店",,,,"Pearl Lady next 船橋店",,,1
1819,"肉寿司 ジョッキー船橋店",,"肉寿司 ジョッキー船橋店",,,,"肉寿司 ジョッキー船橋店",,,1
1820,"いきなり！ステーキ 船橋店 Ikinari Steak Fanabashi",,"いきなり！ステーキ 船橋店 Ikinari Steak Fanabashi",,,,"いきなり！ステーキ 船橋店 Ikinari Steak Fanabashi",,,1
1821,"キッチンオリジン 船橋 Kitchen Origin Funabashi",,"キッチンオリジン 船橋 Kitchen Origin Funabashi",,,,"キッチンオリジン 船橋 Kitchen Origin Funabashi",,,1
1822,"ピザハット 船橋店 Pizza Hut FUNABASHI",,"ピザハット 船橋店 Pizza Hut FUNABASHI",,,,"ピザハット 船橋店 Pizza Hut FUNABASHI",,,1
1823,"ウォンシャチキン＆キンパ船橋店 wonshatikin＆kinpahunabashiten",,"ウォンシャチキン＆キンパ船橋店 wonshatikin＆kinpahunabashiten",,,,"ウォンシャチキン＆キンパ船橋店 wonshatikin＆kinpahunabashiten",,,1
1824,"ＮＯＢＵ 船橋 nobu funabashi",,"ＮＯＢＵ 船橋 nobu funabashi",,,,"ＮＯＢＵ 船橋 nobu funabashi",,,1
1825,"韓豚屋 西船橋店 Hantejiya Nishi Funabashi",,"韓豚屋 西船橋店 Hantejiya Nishi Funabashi",,,,,,,1
1826,"純豆腐専門店 フナバシ純豆腐",,"純豆腐専門店 フナバシ純豆腐",,,,,,,1
1827,"クリスピー・クリーム・ドーナツ 船橋ららぽーと TOKYO－BAY店",,"クリスピー・クリーム・ドーナツ 船橋ららぽーと TOKYO－BAY店",,,,"クリスピー・クリーム・ドーナツ 船橋ららぽーと TOKYO－BAY店",,,1
1828,"フォルクス 船橋店 VOLKS Funabashi","フォルクス 船橋店",,"フォルクス　船橋店",,,"フォルクス 船橋店 VOLKS Funabashi",,,1
1829,"究極の豚丼 豚まつ【炙り焼き/豚皿定食】船橋南口店",,,,,,"究極の豚丼 豚まつ【炙り焼き/豚皿定食】東船橋南口店",,,1
1830,"唐揚げ専門店TORIKARA 船橋店 TORIKARA Funabashi",,,,,,"唐揚げ専門店TORIKARA 船橋店 TORIKARA Funabashi",,,1
1831,"から好し 船橋宮本店 Karayoshi Funabashi Miyamoto",,,,,,"から好し 船橋宮本店 Karayoshi Funabashi Miyamoto",,,1
1832,"巣ごもり食堂 ていしょく屋【おうち定食・弁当・丼】船橋南口店",,,,,,"巣ごもり食堂 ていしょく屋【おうち定食・弁当・丼】 東船橋南口店",,,1
1833,"インド料理＆バー、ハヴェリ",,,,,,"インド料理＆バー、ハヴェリ",,,1
1834,"創作うどん専門店 和Uどん 西船橋店",,,,,,"創作うどん専門店 和Uどん 西船橋店",,,1
1835,"鬼辛痺まぜそば 鬼炎 津田沼",,,,,,"鬼辛痺まぜそば 鬼炎 津田沼",,,1
